,Investment,YouTube_DD_Clicks,YouTube_OLV_Impressions,OTT_Impressions,PDM_Impressions,POLV_Clicks,OOH_Impressions,Partnership_Impressions,Facebook_Impressions,Social_Impressions,DD_Impressions,OLV_Clicks,YouTube_DD_Clicks_ROAS,YouTube_OLV_Impressions_ROAS,OTT_Impressions_ROAS,PDM_Impressions_ROAS,POLV_Clicks_ROAS,OOH_Impressions_ROAS,Partnership_Impressions_ROAS,Facebook_Impressions_ROAS,Social_Impressions_ROAS,DD_Impressions_ROAS,OLV_Clicks_ROAS
24,240000,665.6570918440163,1018.155411872907,488.3604072719909,1740.438107310085,1067.065879445529,717.6066611834145,51.35547681186105,3324.804743961327,3189.657171350269,2920.194658654449,1427.138655219843,1.752897008522576,2.681142584598654,1.286015739149576,4.583153682583224,2.80994014920656,1.889697541116325,0.1352360889379008,8.755319159098162,8.399430551222375,7.689845934456715,3.75813179207892
25,250000,670.83664530679,1044.168754687498,488.3604072719909,1771.294622950355,1070.164146529767,717.6066717212367,51.35547681186105,3426.441688854973,3276.296091764173,2993.760697451465,1463.399927727098,1.695875039335565,2.639658611849994,1.234575109583593,4.477832806818497,2.705374962427251,1.814109666111286,0.1298266453803847,8.66204458942537,8.282476519979829,7.568227043157303,3.699475017294104
26,260000,675.4690645230288,1069.247759184953,488.3604072719909,1800.316848357408,1072.78866186268,717.6066768306797,51.35547681186105,3525.697908420792,3360.185804201899,3064.614371027472,1498.345186305089,1.641909418379055,2.599094553095731,1.187091451522686,4.376154800622623,2.607701670373899,1.744336229834575,0.1248333128657546,8.570157992776695,8.167836262521538,7.449370317266777,3.642131375941601
27,270000,679.6121451861032,1093.4259846082,488.3604072719909,1827.613824380151,1075.011866171869,717.6066793080805,51.35547681186105,3622.629168336241,3441.413545951958,3132.855683748785,1532.022192450924,1.590795836139323,2.559426749156971,1.14312510146629,4.277970137067612,2.516324071928227,1.6797311900841,0.1202098568336896,8.479635682920387,8.055456892746804,7.333202933811971,3.58606676158883
28,280000,683.3175778292824,1116.7357848308,488.3604072719909,1853.288109847079,1076.89512337308,717.6066805092909,51.35547681186105,3717.289928033681,3520.063786107593,3198.580952840621,1564.476974275343,1.542345389957523,2.520632200046662,1.102299204985351,4.183136019369121,2.430706135613524,1.619740793149542,0.1159166476610578,8.390454408990308,7.945286831499997,7.219654150697401,3.531248027650061
29,290000,686.6315927350288,1139.208351650989,488.3604072719909,1877.436166895159,1078.490414310244,717.606681091718,51.35547681186105,3809.733371297625,3596.218313406568,3261.882944331252,1595.753889411725,1.49638333313289,2.482688545666982,1.064288887572063,4.091516060268071,2.350365316703704,1.563887663620572,0.111919521879642,8.30259134710379,7.837275772665348,7.108655244197764,3.477642958993828
30,300000,689.5955367202808,1160.873756530702,488.3604072719909,1900.148723392537,1079.841771508061,717.606681374118,51.35547681186105,3900.011436145285,3669.956321283647,3322.851003983942,1625.895685641959,1.452747930690725,2.445574047091346,1.028812591319661,4.002979977280277,2.274866665310315,1.511758075428142,0.1081888711503206,8.216024092146066,7.731374650170882,7.000139448392837,3.425220244419061
31,310000,692.2463889939025,1181.760990835429,488.3604072719909,1921.511113816718,1080.986494538544,717.6066815110441,51.35547681186105,3988.174844007191,3741.354490224198,3381.571183401423,1654.943559322066,1.411289412400472,2.409267568412874,0.9956250883738653,3.917403303006987,2.203817627575354,1.462991686177355,0.1046989075648264,8.130730649717885,7.62753560587643,6.894041896482901,3.373949449972728
32,320000,694.6172225223121,1201.898004628744,488.3604072719909,1941.603599868999,1081.956179547536,717.6066815774352,51.35547681186105,4074.273128224303,3810.487067504582,3438.126361480955,1682.937211687384,1.371869014481566,2.373748559141769,0.964511804362182,3.834667109741273,2.136863454606383,1.417273196115435,0.1014270667034256,8.046689428242999,7.52571195832155,6.790299563924886,3.323800993082584
33,330000,696.73761665946,1221.311744073434,488.3604072719909,1960.501672029693,1082.777591357752,717.6066816096262,51.35547681186105,4158.35466187761,3877.425944402216,3492.596361391328,1709.914903114309,1.33435810220842,2.338997037134577,0.9352841739269644,3.754657747644745,2.073683144660908,1.374325523567526,0.09835351922756419,7.963879231232271,7.425858172309699,6.688851213331271,3.274746117479526
34,340000,698.6340261892618,1240.028187489263,488.3604072719909,1978.276333187178,1083.473402219739,717.6066816252345,51.35547681186105,4240.466684965831,3942.240730955649,3545.058063236982,1735.913505412741,1.298637366328275,2.304993572038864,0.907775815870289,3.677266595806755,2.013985853537867,1.333904184668083,0.0954607686620476,7.882279249701192,7.327929829305794,6.589637341075803,3.226756868884859
35,350000,700.3301113848007,1258.072380115619,488.3604072719909,1994.994365406387,1084.062817601447,717.6066816328023,51.35547681186105,4320.655330946548,4004.998828352343,3595.585512568189,1760.968552220688,1.264596086843412,2.271719269237346,0.8818393639882807,3.602389825533818,1.957507716354613,1.295792636548374,0.09273331812884625,7.801869054737767,7.231883598624802,6.492600125551701,3.179806071438499
36,360000,701.8470332022245,1275.468467625584,488.3604072719909,2010.718580839028,1084.562106289185,717.606681636472,51.35547681186105,4398.965652655609,4065.765499019472,3644.250024890509,1785.114287569942,1.23213145828835,2.239155754276026,0.8573438260997174,3.529928175250738,1.904009031041013,1.259798396650695,0.09015739262526717,7.722628590217624,7.13767720938974,6.397683377030005,3.133867304845009
37,370000,703.2037172922851,1292.239728436242,488.3604072719909,2025.508057718252,1084.985049431557,717.606681638251,51.35547681186105,4475.441647619433,4124.603934490625,3691.120286320993,1808.383712689169,1.201147971158714,2.207285157761365,0.8341723713402656,3.459786736426852,1.853271760110119,1.22574979133885,0.0877207063380978,7.644538165663463,7.04526942323804,6.30483248906721,3.088914882215013
38,380000,704.4170901234244,1308.408604858482,488.3604072719909,2039.418362324424,1085.343320920724,717.6066816391138,51.35547681186105,4550.126282774364,4181.575321118943,3736.262450533218,1830.808631108395,1.171556844626327,2.176090100712003,0.8122204668313112,3.391874749971147,1.805097312689205,1.193493217884,0.08541226669762154,7.567578449245784,6.954620007755716,6.213994391413142,3.044923828580278
39,390000,705.5022901623526,1323.996733127977,488.3604072719909,2052.501757755964,1085.646809610079,717.6066816395318,51.35547681186105,4623.061518607042,4236.738903705104,3779.740232127967,1852.41969212655,1.143275506109248,2.145553680350978,0.7913943010151236,3.326105412568638,1.759304573521973,1.162890827682523,0.0832222085771697,7.49173046092218,6.865689710619554,6.125117504371475,3.001869860061487
40,400000,706.4728567468898,1339.024972357511,488.3604072719909,2064.807400289633,1085.903892262065,717.6066816397348,51.35547681186105,4694.28833272929,4290.152047106245,3821.614996561364,1873.246432701445,1.116227113660086,2.115659456324868,0.7716094434897456,3.262395692457621,1.715728149774062,1.133818556990781,0.08114165336274046,7.416975565712279,6.778440234427866,6.038151694566956,2.959729363668283
41,410000,707.340899007514,1353.51343244942,488.3604072719909,2076.381524068039,1086.121664759921,717.6066816398333,51.35547681186105,4763.846742900806,4341.870295889935,3861.945846757375,1893.317317819467,1.09034011749451,2.086391437336667,0.7527897009656055,3.200666154173172,1.674216810068952,1.106164445844816,0.07916258864657606,7.343295467105633,6.69283421220107,5.953048232074782,2.918479377711959
42,420000,708.1172469451353,1367.481501005468,488.3604072719909,2087.267614808228,1086.306137965159,717.6066816398808,51.35547681186105,4831.775829512546,4391.94743209523,3900.789706526901,1912.659779400154,1.065547857307918,2.057734068179657,0.7348661366569006,3.140840791806667,1.634632093319001,1.079827197134297,0.07727776510737187,7.27067220059983,6.608835183533776,5.869759748869051,2.878097572811661
43,430000,708.8115865500013,1380.947869270196,488.3604072719909,2097.506573184043,1086.462403626735,717.606681639904,51.35547681186105,4898.1137575435,4440.435531160842,3938.201400911268,1931.300253788822,1.041788192324653,2.029672217159916,0.7177762265020889,3.082846870354221,1.596847067656039,1.054714936735859,0.07548060777929345,7.19908812736626,6.526407571380586,5.788240198548655,2.838562233475663
44,440000,709.4325806475221,1393.93055714244,488.3604072719909,2107.136868496083,1086.594774921289,717.6066816399151,51.35547681186105,4962.897798003118,4487.385016078633,3974.23373356342,1949.264217888484,1.019003161293714,2.002191163895504,0.7014631304452232,3.026614774748918,1.56074522215967,1.030744142719151,0.07376513942067314,7.128525928040841,6.4455166594584,5.708444817300184,2.799852240239823
45,450000,709.9879769787311,1406.446937288495,488.3604072719909,2116.194683206625,1086.706905503563,717.6066816399205,51.35547681186105,5026.164348871496,4532.844709828702,4008.937561276124,1966.576223980461,0.9971386698901291,1.97527658748073,0.6858750608797739,2.972077866192415,1.526219476173893,1.007838717325399,0.07212591410021374,7.058968596637301,6.366128570248311,5.630330086058911,2.761947052345892
46,460000,710.4847048638303,1418.513758389192,488.3604072719909,2124.71404888256,1086.801890352985,717.6066816399231,51.35547681186105,5087.94895554907,4576.861886150635,4042.361865762309,1983.259933281254,0.976144203204219,1.948914555004282,0.670964733469344,2.919172345421256,1.493171292832797,0.9859291799922422,0.07055795944586127,6.990399434580461,6.288210243580872,5.553853693829955,2.72482669094294
47,470000,710.9289616548285,1430.147167551995,488.3604072719909,2132.726974057088,1086.882351199944,717.6066816399244,51.35547681186105,5148.286330827265,4619.482318703659,4074.553822788889,1999.338148281558,0.9559725612039397,1.923091510410342,0.6566888880763793,2.867837122561871,1.461509885017797,0.9649519633966643,0.06905672626616209,6.922802044857089,6.21172941578875,5.478974502133144,2.688471722795627
48,480000,711.3262900558879,1441.362731918102,488.3604072719909,2140.263564490568,1086.950508889647,717.606681639925,51.35547681186105,5207.210374391389,4660.750328666891,4105.558868761633,2014.832843911605,0.9365796152402524,1.897794263692168,0.6430078695747881,2.818013693245914,1.431151503371368,0.944848797492568,0.06761804446895038,6.856160326281995,6.136654599411406,5.405652510536149,2.652863244483613
49,490000,711.6816472760522,1452.175459493482,488.3604072719909,2147.352136282377,1087.008244680919,717.6066816399253,51.35547681186105,5264.754191866685,4700.708830829128,4135.420764855068,2029.765197575447,0.917924083833602,1.873009980407919,0.629885259991629,2.769646020674412,1.402018797221103,0.9255661689723118,0.06623808437774732,6.79045846787703,6.062955063436752,5.333848823241639,2.617982867076903
50,500000,711.9994668771335,1462.599819231692,488.3604072719909,2154.019322258731,1087.05715217189,717.6066816399255,51.35547681186105,5320.950113418244,4739.399378216124,4164.181658777911,2044.155618095205,0.8999673261326967,1.848726171508859,0.6172875547917965,2.722680423335036,1.37404024034527,0.9070548455928658,0.06491332269019237,6.72568094336066,5.99060081406518,5.26352561669528,2.58381270127234
51,510000,712.28371408839,1472.649760395388,488.3604072719909,2160.290172036208,1087.098581285798,717.6066816399255,51.35547681186105,5375.829711915245,4776.862205301773,4191.88214426125,2058.023773604871,0.882673151576201,1.824930683470363,0.6051838772468593,2.677065468091928,1.347149614456127,0.8892694564635938,0.06364051244136507,6.661812505745951,5.919562575981805,5.194646108182568,2.550335342977016
52,520000,712.5379352781218,1482.338731222394,488.3604072719909,2166.188246136908,1087.133675530976,717.6066816399257,51.35547681186105,5429.423820669716,4813.136269848116,4218.56131835337,2071.388618431761,0.866007644414948,1.801611688716449,0.5935457257613428,2.63275186838178,1.321285544106879,0.8721681207623713,0.06241665643287728,6.598838182044732,5.849811774123094,5.127174525383326,2.517533859324756
53,530000,712.7653021994123,1491.679696921348,488.3604072719909,2171.735704508864,1087.163403563473,717.6066816399257,51.35547681186105,5481.76255075979,4848.25929341769,4244.256836602171,2084.268419002382,0.8499390018679784,1.778757676328853,0.5823467498035816,2.5896923872634,1.296391077456821,0.8557121184838359,0.0612389836699928,6.536743268075825,5.781320515924491,5.061076076853909,2.485391775112275
54,540000,712.9686515620343,1500.685157020972,488.3604072719909,2176.953389784289,1087.188585923479,717.6066816399257,51.35547681186105,5532.875307947176,4882.267800600363,4269.004966202982,2096.680778808104,0.8344373847911216,1.756357443031953,0.5715625507331449,2.547841745080872,1.272413307969701,0.8398655977711723,0.06010492841684479,6.475513323375214,5.714061574035981,4.996316923407935,2.453893059642077
55,550000,713.1505204242425,1509.367162096208,488.3604072719909,2181.860905588467,1087.209917683509,717.6066816399257,51.35547681186105,5582.790809198365,4915.197156995402,4292.840637186857,2108.642662464755,0.8194747798329477,1.734400084445098,0.5611705043561787,2.507156531512565,1.249303032683596,0.8245953141753328,0.05901211153653852,6.415134166206122,5.648008369492898,4.932864150367442,2.4230221139595
56,560000,713.3131778460034,1517.737329893583,488.3604072719909,2186.476690193506,1087.227987633503,717.6066816399257,51.35547681186105,5631.537098818838,4947.081605988327,4315.797491721549,2120.170418899059,0.8050248721404896,1.712874986594187,0.5511496024926754,2.467595121789814,1.227014443186382,0.8098703978507733,0.0579583238305289,6.355591868666974,5.583134955329683,4.870685740657176,2.392763758471796
57,570000,713.4586531985884,1525.806860877394,488.3604072719909,2190.818085793696,1087.243294532338,717.6066816399257,51.35547681186105,5679.141564209368,4977.954304360763,4337.907931594777,2131.279803693546,0.7910629277570314,1.691771817674584,0.5414803112208741,2.429117596880028,1.205504845867434,0.7956621452569,0.0569415111317477,6.296872751895299,5.519416000624565,4.809750548715612,2.363103220937405
58,580000,713.5887614837228,1533.586553217505,488.3604072719909,2194.901403662726,1087.256260874361,717.6066816399257,51.35547681186105,5725.630951253225,5007.847356770317,4359.203163946789,2141.986000620531,0.777565684927091,1.671080520057695,0.5321444437860314,2.391685667439385,1.184734408401028,0.7819438324076432,0.05595976093982101,6.238963381365583,5.456826774963518,4.750028275197191,2.334026124814096
59,590000,713.7051259781877,1541.086817238822,488.3604072719909,2198.741985437584,1087.267244550889,717.6066816399257,51.35547681186105,5771.03137934297,5036.791849136375,4379.713245316781,2152.303642394562,0.7645112535901942,1.650791302533789,0.5231250464337258,2.35526260135009,1.164665929756206,0.7686905471125983,0.05501129041541726,6.18185056227925,5.395343133312185,4.691489442441026,2.305518477954853
60,600000,713.8091984863913,1548.317689351775,488.3604072719909,2202.354260759386,1087.276548728572,717.6066816399257,51.35547681186105,5815.368356055262,5064.817880966461,4399.467124065322,2162.24683067171,0.7518790224056655,1.63089463278387,0.5144062956598304,2.319813154666553,1.145264631327429,0.7558790379940551,0.05409443557516031,6.125521335044875,5.334941501284672,4.634105370682139,2.277566661640868
61,610000,713.9022774535939,1555.28884548245,488.3604072719909,2205.751801487701,1087.284430217263,717.6066816399257,51.35547681186105,5858.666791481915,5091.954596656878,4418.492681232687,2171.829155323032,0.7396495727060186,1.611381230073621,0.5059734055670463,2.28530350580365,1.12649796704477,0.7434875783548083,0.05320764154933801,6.069962970846836,5.275598860798602,4.577848154982062,2.250157419941239
62,620000,713.9855241657662,1562.009614020341,488.3604072719909,2208.947372692055,1087.291106558377,717.6066816399257,51.35547681186105,5900.951012225284,5118.230215800072,4436.816769890736,2181.063713008554,0.7278045988270391,1.59224205816267,0.4978125441869327,2.251701192808675,1.108335450556281,0.7314958432200532,0.0523494537824132,6.015162967300612,5.21729273610588,4.522690642856364,2.223277849389365
63,630000,714.0599772382033,1568.488988301049,488.3604072719909,2211.95298061222,1087.296762029369,717.6066816399257,51.35547681186105,5942.244775065806,5143.672062530333,4454.465253043918,2189.963125077157,0.7163268343088007,1.573468318422639,0.4899107577712671,2.218975053566545,1.090748497781844,0.7198847980895763,0.05151851007158124,5.961109044192999,5.16000118018916,4.468606412577391,2.196915388966291
64,640000,714.1265655736544,1574.735638640637,488.3604072719909,2214.779917767445,1087.301552730084,717.6066816399257,51.35547681186105,5982.571280309409,5168.306593938272,4471.463040132841,2198.539554816824,0.7051999835039837,1.555051443157629,0.482255902181091,2.187095168795352,1.073710283320958,0.7086365981194266,0.05071353335171279,5.907789139305542,5.103702761514044,4.415569752131181,2.171057810381614
65,650000,714.1861199516402,1580.757923937731,488.3604072719909,2217.438805384148,1087.305610891353,717.6066816399257,51.35547681186105,6021.953184822279,5192.159427583677,4487.834122191998,2206.804724078842,0.694408658168364,1.536983089120993,0.4748365806090742,2.156032807696587,1.057195609358977,0.697734496609897,0.04993332514630183,5.855191404319508,5.048376551127514,4.36355563880822,2.145693208642813
66,660000,714.2393833935521,1586.563902858903,488.3604072719909,2219.939633301454,1087.309048524773,717.6066816399257,51.35547681186105,6060.41261476028,5215.255368135318,4503.601605711209,2214.769929298663,0.6839383186435226,1.519255131222465,0.4676420869634822,2.125760376131089,1.041180785860085,0.6871627618127774,0.0491767596137821,5.803304200800753,4.994002110093214,4.31253971940831,2.120809992904174
67,670000,714.2870204328468,1592.161344622312,488.3604072719909,2222.291797504517,1087.311960514402,717.6066816399257,51.35547681186105,6097.971178000224,5237.618433165443,4518.787745248608,2222.446056935321,0.6737752192739689,1.501859656419853,0.4606623543222362,2.096251367198291,1.025643520962839,0.676906601188706,0.04844277812700923,5.752116096262897,4.940559477254567,4.262498291040478,2.096396877586751
68,680000,714.3296254060011,1597.557739393999,488.3604072719909,2224.504135426645,1087.31442723571,717.6066816399257,51.35547681186105,6134.649976279936,5259.271878125757,4533.413974841201,2229.843598350533,0.6639063577302834,1.484788957789716,0.4538879079351445,2.067480314102412,1.010562820607307,0.6669520923476956,0.0477303843310238,5.701615860307235,4.888029157316881,4.213408282499469,2.072442873761084
69,690000,714.3677298676632,1602.760308310796,488.3604072719909,2226.58495915286,1087.316516774061,717.6066816399257,51.35547681186105,6170.469617053979,5280.238220530865,4547.500938257303,2236.972664147776,0.6543194279367581,1.468035528771628,0.447309822312896,2.039422745195084,0.9959188965234875,0.6572861199948304,0.04703863963057418,5.651792460837847,4.836392109239864,4.165247236200892,2.04893728078463
70,700000,714.4018092225139,1607.776013143221,488.3604072719909,2228.542086649645,1087.318286803981,717.6066816399257,51.35547681186105,6205.450225071641,5300.539263374344,4561.068518133605,2243.842997990978,0.6450027763266125,1.451592057580737,0.4409196819941403,2.012055141089394,0.9816930818001657,0.6478963182806187,0.04636665906442312,5.602635060350396,4.785629734932265,4.117993290657769,2.02586967818614
71,710000,714.4322886565853,1612.611565611309,488.3604072719909,2230.382871138218,1087.319786181065,717.6066816399257,51.35547681186105,6239.611453683739,5320.196117801771,4574.135864037936,2250.463989921689,0.6359453611703689,1.435451421783588,0.4347095456280257,1.985354893745569,0.9678677533330043,0.6387710180231451,0.04571360752830449,5.554133012293131,4.735723868240449,4.071625163481656,2.003229917789447
72,720000,714.4595484420298,1617.273436365837,488.3604072719909,2232.114228721687,1087.321056290465,717.6066816399257,51.35547681186105,6272.972495884565,5339.229225064293,4586.721419497364,2256.844689192934,0.6271367147435595,1.419606683032235,0.4286719130498587,1.959300267433481,0.95442626052163,0.6298991983283793,0.04507869631263359,5.506275857498674,4.686656764223102,4.02612213489213,1.981008116069353
73,730000,714.4839286815293,1621.76786364697,488.3604072719909,2233.742664369879,1087.322132189186,717.6066816399257,51.35547681186105,6305.552095095218,5357.658377775588,4598.842948029783,2262.993816637301,0.6185669081188034,1.404051081951898,0.4227996950628743,1.933870361481868,0.9413528596487196,0.6212704421868945,0.0444611799247893,5.459053320685175,4.638411088704345,3.981464031718935,1.959194646732567
